time	text	annotator A	annotator B	annotator C	
今天 13:17	励志的态度，勇敢的USERNAME哥	0	0	0	
今天 13:17	这就是哥哥对自己的态度~	0	0	0	
今天 13:14	这也是哥哥最好的立场	0	0	0	
6月10日 09:31	一身的名牌……更亮眼的还是那个国旗……USERNAME哥哥，旅途愉快……	0	0	0	
6月10日 23:07	LV老鐵USERNAME哥旅行愉快[心]背影留給你的老鐵們[心]	0	0	0	
6月10日 10:47	[微风][微风][微风][微风][微风]	0	0	0	
6月10日 10:46	我想要你所有的艾薇然后去换钱买好吃的	0	0	0	
6月10日 10:07	LV男，哈哈哈，尔泰代言LV	0	0	0	
6月10日 13:12	炫富吗？	0	0	0	
6月10日 09:52	哥哥这是去哪里呢？	0	0	0	
6月10日 17:45	为什么就这么钟爱lv呢？	0	0	0	
6月10日 10:26	好土豪啊，全部LV	0	0	0	
6月10日 22:35	今天在听《舞夜倾心》边听边跳，再次感受到舞者的不易，腰扭的嘎嘣响昨天前天也跳过，今天上午两侧的好关节疼……	0	0	0	
6月10日 19:15	还是我们国旗最亮	0	0	0	
6月10日 10:49	路程开始去哪里	0	0	0	
6月10日 10:17	忠实拥趸！	0	0	0	
6月10日 09:40	看USERNAME哥哥这销魂的背影	0	0	0	
6月10日 09:27	无视各种老花就看见国旗在闪亮！	0	0	0	
今天 07:33	又出发了	0	0	0	
6月10日 23:44	哥哥晚安爱你??[愛你][愛你]	0	0	0	
6月10日 16:38	哥哥你这是着魔了	0	0	0	
6月10日 12:10	朋姐美的喲	0	0	0	
6月10日 11:00	好有个性的哥哥，坚持做自己就好。加油	0	0	0	
6月10日 10:54	路程開始??…旅途快樂[爱心][玫瑰]…	0	0	0	
6月10日 10:24	咱们是兄弟，我是你弟弟	0	0	0	
6月10日 09:50	欢迎你工作，	0	0	0	
6月10日 09:28	去哪里呀	0	0	0	
6月10日 09:24	一路平安！	0	0	0	
6月10日 09:16	全是LV啊	0	0	0	
30分钟前	USERNAME，去哪里？	0	0	0	
56分钟前	去哪？	0	0	0	
今天 11:12	哥，我在你後面[哈哈][哈哈][哈哈]	0	0	0	
今天 10:02	么么哒哥哥啵	0	0	0	
今天 09:22	哥，你这么多包包基三要多少钱啊？	0	0	0	
今天 05:15	去哪里呀？	0	0	0	
今天 04:52	早安USERNAME哥??旅途愉快！玩的开心	0	0	0	
6月10日 23:31	晚安了哥	0	0	0	
6月10日 22:41	一路顺风旅途愉快！	0	0	0	
6月10日 20:46	哥，我才下班，最近似乎要开启995模式	0	0	0	
6月10日 20:27	USERNAME背影好像大妈	0	0	0	
6月10日 18:44	哥，你吃饭不脱口罩，直接把它拉到下巴吃饭啊？	0	0	0	
6月10日 15:02	我可以应聘提包的	0	0	0	
6月10日 14:25	都是LV。。。	0	0	0	
6月10日 13:58	看到五星红旗，反手一个赞赞赞！	0	0	0	
6月10日 13:46	大江大海都难不倒你老铁	0	0	0	
6月10日 13:04	背包有个毛绒绒的挂饰，瞅了半天也没看出这是什么东东	0	0	0	
6月10日 12:59	哥你要去哪呢？这么多包包能拎的动吗	0	0	0	
6月10日 12:43	为了背包上的五星红旗，也要	0	0	0	
6月10日 12:43	没人注意到五星红旗的	0	0	0	
6月10日 12:36	迷人的背影，么么哒	0	0	0	
6月10日 12:22	哥哥你去哪里呀	0	0	0	
6月10日 12:15	看到那么五星红旗，我知道是你没错了！	0	0	0	
6月10日 11:39	剪剪头吧哥	0	0	0	
6月10日 11:31	你去哪里？	0	0	0	
6月10日 10:15	一路顺风呐	0	0	0	
6月10日 10:14	猪事顺心	0	0	0	
6月10日 10:01	五星红旗好评	0	0	0	
6月10日 09:55	一个人也可以活的很潇洒	0	0	0	
6月10日 09:51	红旗飘飘	0	0	0	
6月10日 09:36	京城等不到，沿海居然有，说明京城达官贵人多吗？	0	0	0	
6月10日 09:36	旅途愉快！	0	0	0	
6月10日 09:33	现在都不知道你的行程了	0	0	0	
6月10日 09:33	哥，你去哪里啊？	0	0	0	
6月10日 09:32	果然是早出发	0	0	0	
6月10日 09:31	这LV放我这可能要宝贝的抱起来	0	0	0	
6月10日 09:30	开心哇	0	0	0	
6月10日 09:29	帥氣呀哥[愛你]順順利利唷	0	0	0	
6月10日 09:23	一路平安	0	0	0	
6月10日 09:23	一路平安，USERNAME哥	0	0	0	
6月10日 09:21	LV挺多啊，	0	0	0	
6月10日 09:19	不是很好看哦，亲～夏天太热了，头发剪短些吧	0	0	0	
6月10日 09:19	那个小红旗。。。	0	0	0	
6月10日 09:19	看到中国了哈哈哈哈	0	0	0	
6月10日 09:18	爱你爱你[心]笔芯笔芯	0	0	0	
6月10日 09:18	LV为啥不找你代言。。	0	0	0	
6月10日 09:18	勇敢做自己，爱你哦	0	0	0	
6月10日 09:15	USERNAME同志对酷奇很是热爱啊	0	0	0	
6月10日 10:26	包她家都有：SupreRocky	0	0	0	
6月10日 10:12	下一程就是为了更好，加油，USERNAME哥	0	0	0	
6月10日 09:37	哈哈哈真的是你耶～糊里糊涂没认出来今天	0	0	0	
6月10日 10:48	背包跟我的款式一样，颜色不同而已。这包唯一不好，就是带子老是下滑……	0	0	0	
6月10日 13:37	好帅的背影	0	0	0	
6月10日 13:36	这么多包看你怎么拿[笑哭]	0	0	0	
6月10日 21:32	站站站住。。。抓到一枚帅哥，怎么处理。。。。。。。	0	0	0	
6月10日 21:24	你带着包包，我带着你，落单旅行去。。。。	0	0	0	
6月10日 19:40	lv控	0	0	0	
6月10日 15:57	旅途愉快	0	0	0	
6月10日 13:33	总是那么酷酷的	0	0	0	
6月10日 13:32	夏天可以短裤短袖了	0	0	0	
6月10日 13:31	帅气的你，很有风格	0	0	0	
6月10日 13:30	心不会远	0	0	0	
6月10日 13:29	你总是这么帅	0	0	0	
6月10日 13:28	这才是最帅的哥哥	0	0	0	
6月10日 13:27	好开心，背影也是帅的很	0	0	0	
6月10日 13:26	又要忙碌了，对吧	0	0	0	
6月10日 13:24	帅气又时尚	0	0	0	
6月10日 13:24	USERNAME哥，注意身体	0	0	0	
6月10日 13:20	还是那么帅	0	0	0	
6月10日 13:20	时间太快，等你忙完	0	0	0	
6月10日 13:18	这个样子，这个背影，也很帅	0	0	0	
6月10日 13:15	USERNAME哥，帅气	0	0	0	
6月10日 13:14	哥哥是不是很西裤	0	0	0	
6月10日 13:09	快乐每一天，USERNAME哥	0	0	0	
6月10日 13:07	无论做什么，注意身体	0	0	0	
6月10日 13:06	行走的LV，可以的，哈哈	0	0	0	
6月10日 13:05	棒棒哒，期待更好	0	0	0	
6月10日 13:05	哪里去了呢	0	0	0	
6月10日 13:05	真棒，做了很多事情	0	0	0	
6月10日 13:04	我们等你更多好消息	0	0	0	
6月10日 13:04	夏天来了，哥哥你要去比较凉快的地方哦	0	0	0	
6月10日 12:58	酷酷的人，好自在	0	0	0	
6月10日 12:51	我们牵挂的USERNAME哥，每天都认真在安排	0	0	0	
6月10日 12:51	生活就是如此，今天也是正能量	0	0	0	
6月10日 12:50	你好，夏天，你好，哥哥	0	0	0	
6月10日 12:50	好时尚的USERNAME哥！	0	0	0	
6月10日 12:50	酷酷的男神，来给USERNAME哥加油	0	0	0	
6月10日 12:48	未来更好，期待完美	0	0	0	
6月10日 12:45	加油，哥哥很棒	0	0	0	
6月10日 12:45	好开心还是那么精神	0	0	0	
6月10日 12:44	爱你，为什么那么美	0	0	0	
6月10日 12:44	棒棒哒，看起来好帅	0	0	0	
6月10日 12:44	注意身体！，最爱你	0	0	0	
6月10日 12:39	一路顺风，爱你	0	0	0	
6月10日 12:39	超级精致的猪猪男孩，我们也在不远处	0	0	0	
6月10日 12:37	和你一起奔赴夏天的旅程	0	0	0	
6月10日 12:37	想知道哥哥去哪里	0	0	0	
6月10日 12:32	照顾好自己，USERNAME哥	0	0	0	
6月10日 12:31	你还是最帅的哥哥	0	0	0	
6月10日 12:28	太帅了，，我们爱你	0	0	0	
6月10日 12:23	完美的日子，开心的很	0	0	0	
6月10日 12:22	我喜欢过夏天，哥哥呢	0	0	0	
6月10日 12:22	没几天就能在我们的城市看到你啦	0	0	0	
6月10日 12:21	忙碌的日子到来了	0	0	0	
6月10日 12:20	哇，好完美	0	0	0	
6月10日 12:20	还是那么帅气	0	0	0	
6月10日 12:14	感觉很忙，哥哥辛苦	0	0	0	
6月10日 12:13	就是这样，加油	0	0	0	
6月10日 12:10	很精致的男子	0	0	0	
6月10日 12:09	这就是一个认真努力的哥哥	0	0	0	
6月10日 12:08	感动于这份时尚。。	0	0	0	
6月10日 12:04	今天的一天也是充实的一天	0	0	0	
6月10日 12:04	哈哈全是LV，厉害了，哥哥	0	0	0	
6月10日 12:04	努力的人，会有好回报	0	0	0	
6月10日 12:03	和你一起奔赴最美的旅程	0	0	0	
6月10日 11:56	今日份还是那么帅气	0	0	0	
6月10日 11:56	奔赴，加油！	0	0	0	
6月10日 11:56	无论你在哪里，心也不会远	0	0	0	
6月10日 11:53	很帅，酷酷的	0	0	0	
6月10日 11:50	一定要开开心心的	0	0	0	
6月10日 11:48	完美，看的上瘾	0	0	0	
6月10日 11:47	哥哥太帅了	0	0	0	
6月10日 11:45	奔赴新的旅程，加油	0	0	0	
6月10日 11:44	这个造型很酷	0	0	0	
6月10日 11:39	好喜欢哥哥！	0	0	0	
6月10日 11:37	那就继续这么酷	0	0	0	
6月8日 19:08	小鲜肉好帅呀	0	0	0	
6月8日 19:08	恭喜恭喜这个弟弟真好看	0	0	0	
6月8日 20:19	男神，帮忙看看发给您的私信	0	0	0	
6月8日 19:08	好棒??	0	0	0	
6月8日 19:09	好看诶	0	0	0	
6月8日 19:48	你家男的帅，女的美	0	0	0	
6月8日 19:07	啊！请问是东海大学嘛？好棒哦！恭喜毕业????????????????	0	0	0	
6月9日 20:38	我觉得大家有救救我了，我快要过上退休的生活了，养花养菜养鱼，今天等人时跑进文具店里，差点把文房四宝买回家	0	0	0	
6月8日 19:47	像舅舅那么帅	0	0	0	
6月8日 19:23	呀……的确很帅……帅的家族呀……	0	0	0	
6月10日 09:51	话说这鲜肉也太鲜了点这是高中毕业还是大学毕业陈爸爸为什么没去呢？在家里忙着寺庙的工作吗？	0	0	0	
6月9日 19:50	帅，可以出道	0	0	0	
6月8日 19:28	长的也有一丢丢像你鸭	0	0	0	
6月8日 19:10	東海大學	0	0	0	
6月10日 08:10	哥，你哪天一个人吃饭，被偷拍了，你光看着手机，居然不知道？！	0	0	0	
6月9日 22:52	晚安了	0	0	0	
6月9日 20:18	端午假期就这样过去了，明天继续上班	0	0	0	
6月9日 12:11	东海大学诶	0	0	0	
6月9日 06:56	早安，周日愉快	0	0	0	
6月8日 23:33	晚安了，青春是最好（明天上传哈）	0	0	0	
6月8日 22:14	么么哒	0	0	0	
6月8日 22:04	恭喜毕业	0	0	0	
6月8日 21:52	我刚才试了一下，我发带有LV的微博没有问题，为啥你的就被举报呢？	0	0	0	
6月8日 20:13	嘴巴有点像你	0	0	0	
6月8日 19:43	同学很帅哦	0	0	0	
6月9日 01:13	这是去祝贺啦	0	0	0	
6月9日 01:13	一如既往的支持USERNAME哥	0	0	0	
6月9日 01:13	同样的祝福送上	0	0	0	
6月9日 01:12	给小鲜肉点赞了	0	0	0	
6月9日 01:08	我觉得这样的小鲜肉也挺好	0	0	0	
6月9日 01:05	这是要前去祝贺了	0	0	0	
6月9日 01:04	我就爱你啊	0	0	0	
6月9日 01:01	其实USERNAME哥同样帅气的	0	0	0	
6月9日 01:00	大家一起加油	0	0	0	
6月9日 00:59	开心就足够了	0	0	0	
6月9日 00:58	USERNAME哥也要加油才是啊	0	0	0	
6月9日 00:57	努力就会有收获	0	0	0	
6月9日 00:57	也不错嘛	0	0	0	
6月9日 00:56	同样祝贺一下	0	0	0	
6月9日 00:56	未来的路还有很长的	0	0	0	
6月9日 00:55	奶奶代表去的	0	0	0	
6月9日 00:54	感觉挺不错的	0	0	0	
6月9日 00:53	惊喜无处不在	0	0	0	
6月9日 00:50	毕业了哟，真心好	0	0	0	
6月9日 00:48	时间过的真快	0	0	0	
6月9日 00:45	高考结束了！	0	0	0	
6月9日 00:42	啊啊啊，加油	0	0	0	
6月9日 00:41	我喜欢这个弟弟	0	0	0	
6月9日 00:39	这个弟弟帅	0	0	0	
6月9日 00:38	毕业后打算去做什么	0	0	0	
6月9日 00:34	相亲相爱一家人	0	0	0	
6月9日 00:33	这张照片拍的清晰	0	0	0	
6月9日 00:32	的确非常帅气的	0	0	0	
6月9日 00:27	帅气的一家子	0	0	0	
6月9日 00:26	东海大学！	0	0	0	
6月9日 00:25	开心最重要	0	0	0	
6月9日 00:20	真好看，我喜欢呢	0	0	0	
6月9日 00:19	好帅的弟弟	0	0	0	
6月9日 00:17	USERNAME哥的弟弟呀	0	0	0	
6月9日 00:15	恭喜一下好了	0	0	0	
6月9日 00:09	好帅的样子嘛	0	0	0	
6月9日 00:09	气质也是相当不错的	0	0	0	
6月9日 00:08	好好努力啦	0	0	0	
6月9日 00:08	考试结束了	0	0	0	
6月9日 00:01	同样的恭喜啊	0	0	0	
6月8日 23:59	我喜欢哥哥	0	0	0	
6月8日 23:57	棒棒哒，弟弟太帅了	0	0	0	
6月8日 23:55	哥哥的新歌啥时候出呢	0	0	0	
6月8日 23:50	帅帅哒，小弟弟	0	0	0	
6月8日 23:48	帅气的弟弟	0	0	0	
6月8日 23:47	长的真心好看	0	0	0	
6月8日 23:46	这身衣服带感	0	0	0	
6月8日 23:45	毕业季呀！不错的	0	0	0	
6月8日 23:45	看上去长的挺好看的	0	0	0	
6月8日 23:43	加油，努力！	0	0	0	
6月8日 23:39	未来会更精彩	0	0	0	
6月8日 23:30	开心才是最重要的	0	0	0	
6月8日 23:17	小鲜肉啊，挺不错的	0	0	0	
6月8日 23:16	看上去是挺帅的	0	0	0	
6月8日 23:14	这照片有纪念意义	0	0	0	
6月8日 23:10	太棒了，我喜欢呀	0	0	0	
6月8日 23:08	今天毕业了	0	0	0	
6月8日 23:06	这才是最安逸的	0	0	0	
6月8日 22:49	明显是东海大学的	0	0	0	
6月8日 22:25	小鲜肉真心帅啊	0	0	0	
6月8日 22:20	希望这位小鲜肉能更加快乐	0	0	0	
6月8日 22:09	我要听新歌呢	0	0	0	
6月8日 22:07	我就爱你啊！不错，好听极了	0	0	0	
6月8日 22:03	弟弟也很有个性的嘛	0	0	0	
6月8日 22:01	不错嘛，毕业了	0	0	0	
6月8日 21:50	感觉确实很棒的	0	0	0	
6月8日 21:41	值得期待啊	0	0	0	
6月8日 21:33	让人感觉不错	0	0	0	
6月8日 21:32	长的有点像你呢	0	0	0	
6月8日 21:31	棒棒哒，是不是东海大学	0	0	0	
6月8日 21:28	毕业季开启了喽	0	0	0	
12:25:00	USERNAME观光团集合打卡	0	0	0	
12:29:00	哥后院着火了	0	0	0	
12:24:00	看了USERNAME报道又去了USERNAME微博现在又到了这里的抱紧我	0	0	0	
12:48:00	别爱地球了，你被绿了啊	0	0	0	
12:21:00	你老婆出轨了……	0	0	0	
12:36:00	USERNAME那边的自动右上角	0	0	0	
12:57:00	哥，你被绿了，他们在泳池调情的画面真是恶心！！！这样的女人就该休了	1	1	1	
18:16:00	你为什么这么好？点儿们说喜欢你发自拍求你多发，你就真的每次都发！你为什么这么好！！！	0	0	0	
12:50:00	哥我是USERNAME团队过来的问你声好	0	0	0	
12:44:00	USERNAME那边过来的集合下	0	0	0	
12:49:00	如果USERNAME出轨，那么电影失恋33天的剧组真牛逼了，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME	0	0	0	
13:15:00	爱是一道光，如此美妙	0	0	0	
22:57:00	USERNAME哥，今天我室友给我了俩张照片说很像你，然后我就看了看。这是你被黑的最惨的一次。没有错，就似这个人这锅我不背。	0	0	0	
17:55:00	"【·USERNAME】用实际行动来爱地球！Turnoffthelight,let'smakethechange//:今晚，一起关灯、一起爱地球??"	0	0	0	
17:52:00	但是…关灯发电厂更费电…大家不知道吗…你们不信可以去科普一下…很久之前就抵制这个活动了	0	0	0	
17:45:00	高仿号出去谢谢	0	0	0	
12:55:00	正确的姿势，先去USERNAME微博骂，再去USERNAME微博表同情，又去USERNAME和USERNAME微博骂，再去USERNAME微博表同情，接着去USERNAME微博骂，顺带再去USERNAME微博骂，然后去许婧微博表同情，最后去王珞丹微博恭喜	1	1	1	
12:52:00	心痛你一万年	0	0	0	
19:25:00	USERNAME么么哒～～我们跟随你们行动起来，从日常点滴小事做起	0	0	0	
18:13:00	你舔的逼别人插过	1	1	1	
18:13:00	你舔的逼别人插过哈哈	1	1	1	
12:13:00	哎，珍重吧哥	0	0	0	
14:18:00	你的真爱胡海泉还在	0	0	0	
13:03:00	别打架，别生气，这种女人不要也罢，比她更好的人多的是。例如我	0	0	0	
12:48:00	不知道为什么从跑男后就觉得你们婚姻有问题	0	0	0	
14:23:00	USERNAME老师，加油！	0	0	0	
14:03:00	自己悟去吧！想开点儿哥哥！	0	0	0	
13:23:00	失恋33天这剧组很迷啊，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME???	0	0	0	
13:28:00	速度七十迈，心情是自由自在。	0	0	0	
13:56:00	别关爱地球了老铁，关爱关爱自己后院吧，着火了	0	0	0	
13:09:00	图片评论	0	0	0	
14:32:00	这样的老婆早点离吧！	0	0	0	
15:44:00	爱上一匹野马，你的头上都是草原	0	0	0	
13:36:00	USERNAME我嫂子她出轨了。	0	0	0	
17:49:00	USERNAME自拍好评~//:今晚，一起关灯、一起爱地球??	0	0	0	
18:45:00	哥:你让USERNAME红了；USERNAME让你绿了；你和USERNAME黄了吗?	0	0	0	
13:38:00	你就像这一片绿色中的金龟子	0	0	0	
17:56:00	还是你乖～每次广告都有自拍	0	0	0	
17:25:00	友情提示：注意防范财产转移！不明白的地方问问USERNAME！	0	0	0	
13:19:00	心疼阿凡	0	0	0	
12:30:00	你还是那么帅，泉哥好像还没瘦下来	0	0	0	
19:02:00	坏心情都被USERNAME的自拍治愈了//:今晚，一起关灯、一起爱地球??	0	0	0	
19:29:00	USERNAME，和海泉在一起吧[笑哭]	0	0	0	
14:06:00	挺住！还有孩子	0	0	0	
17:55:00	依然有自拍，爱死你了USERNAME????	0	0	0	
22:22:00	有点意思了……	0	0	0	
15:05:00	哥，没事。生活要想过得去，头上就得带点绿，你还有胡海泉。	0	0	0	
17:08:00	我听见雨滴落在青青草地	0	0	0	
13:47:00	USERNAME挺住我们能赢??	0	0	0	
17:47:00	今晚一起关灯，一起爱爱老婆。	0	0	0	
16:05:00	绿色行动吗？	0	0	0	
14:24:00	如果USERNAME出轨，那么电影失恋33天的剧组真牛逼了，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME…出轨队再次领先一分，吸毒队得加油了！	0	0	0	
21:26:00	哥们，《北京夏天》21年了，当年的涛贝儿唱了那么多好歌，除了《难道》都被遗弃了。但是我没有忘记。有时间去拾起来吧，一段美好的青春记忆。	0	0	0	
8:41:00	今天是这个月的最后一天了	0	0	0	
18:51:00	关灯的话我怎么看书呢？	0	0	0	
13:47:00	俗话说，女人像鸡蛋，外表很白，其实内心有点黄。男人像芒果，外表黄，内心也黄。但是我觉得USERNAME就像菠萝，内外都黄，而且头上还绿！	0	0	0	
13:27:00	哥，USERNAME爆出你跟美女一起呢，公关做的不行啊	0	0	0	
21:33:00	还有心情听音乐？????你老婆都含别人大鸡吧了	0	0	0	
22:36:00	呦喂！这两年轻小伙子是谁呀！吃了唐僧肉了吧	0	0	0	
20:07:00	爱地球，更爱USERNAME！	0	0	0	
18:23:00	一直觉得你很帅，喜欢你的歌	0	0	0	
9:38:00	这两夫妻说不定早离了，不合适离婚并没什么，但明明离了还欺骗大众天天秀恩爱就是人品问题了。虽然他们确实与我们无关，但作为公众人物你起码得是个正面人物，更要学会尊重大家	0	0	0	
21:39:00	USERNAME后援队协同USERNAME观光团共同前来助阵，队友请自觉打卡，保持队形	0	0	0	
19:16:00	要想生活过得去头上必须带点绿。。。USERNAME一看就不是善茬，这就是领个陪游。USERNAME着急了。背不住过段时间换新人了呢	0	0	0	
16:34:00	????????????????????数????????????????	0	0	0	
16:13:00	戴稳了????我的USERNAME	0	0	0	
15:04:00	USERNAME？？？	0	0	0	
14:50:00	USERNAME哥啊！后院起火了	0	0	0	
14:24:00	哥，你绿了	0	0	0	
12:52:00	如果USERNAME出轨，那么电影失恋33天的剧组真牛逼了，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME，USERNAME???	0	0	0	
17:39:00	USERNAME，时间慢慢流逝，每天都发生太多事，只愿每天都不会白白浪费光阴	0	0	0	
20:37:00	有需要联系	0	0	0	
15:32:00	不管别人怎么说，永远支持USERNAME，加油	0	0	0	
22:58:00	“木耳的香气？”“行家呀！试试我自创的观音坐禅？”“这个B松到漏精了”“是你太小吧大叔~”“呐，你的伟哥”“我知道事前吃两粒”	1	1	1	
22:58:00	“木耳的香气？”“行家呀！试试我自创的观音坐禅？”“这个B松到漏精了”“是你太小吧大叔~”	1	1	1	
13:01:00	USERNAME观光团来这里打卡啦	0	0	0	
9:54:00	关了灯就看不见绿色了	0	0	0	
4:42:00	打卡来啦！USERNAME是否真绿了？	0	0	0	
2:06:00	USERNAME成了绿巨人~绿巨人~绿巨人~~~来跟我唱掀起你的裤头来，让我弹弹鸡鸡，你的鸡鸡细又长啊就像那天上的弯月亮，嘿你的鸡鸡细又长啊就像那天上的弯月亮，巴扎黑~~~	0	0	0	
23:18:00	听说你也出轨了	0	0	0	
19:16:00	老婆出轨了，好可怜的说，似乎比USERNAME还要绿，哥你要撑住呀！	0	0	0	
17:52:00	绿色环保	0	0	0	
17:28:00	你俩粉丝数差距好大呀	0	0	0	
16:52:00	USERNAME今天不哭	0	0	0	
14:19:00	恭喜USERNAME加入步行街	0	0	0	
12:45:00	USERNAME对得起自己的儿子嘛，心疼USERNAME老师	0	0	0	
12:43:00	你老婆出轨了，心疼你三秒钟。	0	0	0	
17:46:00	自拍好评	0	0	0	
17:46:00	哇。有自拍。。。满分。。。炮哥学学你家涛贝儿呀//:今晚，一起关灯、一起爱地球??	0	0	0	
19:39:00	USERNAME被干的肯定爽	0	1	1	
14:07:00	以实际行动为地球增添一点绿	0	0	0	
13:18:00	本来还想着心疼你几秒没想你竟然有长发美女	0	0	0	
13:17:00	热评都是被你们夫妻两儿抢了	0	0	0	
0:56:00	出轨的人都一个德行	0	0	0	
16:07:00	被绿过的打卡吧	0	0	0	
14:16:00	哥，要淡定	0	0	0	
13:57:00	心疼USERNAME，不管这件事是不是真的，为什么这么多网友这样落井下石，嘲讽呢？	0	0	0	
13:05:00	来来来大家来集合打卡	0	0	0	
18:59:00	听说关灯一小时并不是一个很好的活动，忘了哪个博主给科普过	0	0	0	
18:13:00	//:今晚，一起关灯、一起爱地球??	0	0	0	
22:43:00	欢迎回家	0	0	0	
3:13:00	港真，你确实是挺丑的，小白不出轨那是被下了降头	1	1	1	
3:13:00	你怕不是个zz哦	1	1	1	
9:08:00	打卡，围观，吃瓜群众	0	0	0	
8:37:00	你们凭什么说USERNAME出轨？怎么不说卖淫呢？	1	1	1	
5:50:00	男人嘛，为了孩子忍忍吧	0	0	0	
0:58:00	你和USERNAME一样遭遇	0	0	0	
0:56:00	可惜了，她还是鬼灵精怪的一个人要让你喜欢她给她机会和名气出名赚了钱就出轨了，去外面好吃好喝好玩	0	0	0	
0:46:00	为什么变了呢？开始不是一直都好好的吗？被你惯坏了吧？看她样就知道被你惯坏了，她就没遇到过坏人，等遇到就想起你的好来了	0	0	0	
0:44:00	多耿直的人，居然爱上一个不回家的人	0	0	0	
22:32:00	胡海泉才是你真爱	0	0	0	
20:55:00	要信赖USERNAME	0	0	0	
20:49:00	哥哥你媳妇跟别人关灯了挺住	0	0	0	
18:39:00	借你打110给你后院灭火	0	0	0	
15:48:00	USERNAME那边过来的集合了~~	0	0	0	
14:28:00	可怜人娃	0	0	0	
14:23:00	先去USERNAME看眼爆料后，转身来到女主角USERNAME微博观光，又来USERNAME微博观光并献上慰问查出来小三去了趟张爱朋那观光随即USERNAME发布张爱朋信息又跑去USERNAME那然后又去USERNAME和张爱朋那看看还有什么蛛丝马迹观光团是最累的好吗同意的点赞	0	0	0	
14:06:00	想开点	0	0	0	
14:03:00	不要想太多	0	0	0	
13:34:00	心疼我USERNAME	0	0	0	
21:41:00	一起关灯[噢耶]//:今晚，一起关灯、一起爱地球??	0	0	0	
20:23:00	USERNAME好评率100%//:今晚，一起关灯、一起爱地球??	0	0	0	
14:10:00	为避免绿，把头发染红……	0	0	0	
9:46:00	其实就是USERNAME全抗了呗，保护了USERNAME，所有自己背了！！同感的顶起来！果然真男人顶起来	0	0	0	
7:51:00	所谓的节能环保，其实有很多误区。比如地球一小时活动，号召大家某一天同时关灯一小时，省电。殊不知这种集体行为对输变电网络会造成多大的冲击，每年因为这个造成的设备损坏维修费用，远超省的电费了！	0	0	0	
23:21:00	不要刷这些玩意儿了，USERNAME，坚持音乐！很喜欢你们的态度和才华！！	0	0	0	
15:23:00	出轨队又得一分，吸毒队和嫖娼队要加油啊！作为近几年最受争议的三个传奇女性，给大家表演个节目吧。USERNAMEUSERNAMEUSERNAME预备唱：白姚马腚朝西驼着USERNAMEUSERNAME和助理明星取精很容易一取就是几万亿什么冰火鲜肉什么USERNAME助理什么国外宾馆什么泳池飞机。。。。。	1	1	1	
10:41:00	USERNAME观光团打卡！	0	0	0	
23:23:00	没事，没准那女的恰好跟USERNAME长得像呢	0	0	0	
23:17:00	这是一片娱乐到死的土地，大家只关注明星的绯闻，郭晶晶二胎，USERNAME戴绿帽，USERNAME出轨，却不记得4月13日这个重要的日子曾经发生过什么......遗忘意味着背叛，这太让人失望了。---沉痛纪念快播沦陷三周年	0	0	0	
23:10:00	我只想说这两人估计早就情感危机了只不过没有公开两个人在媒体面前好像很恩爱USERNAME的微博没有关于老婆孩子的吗感情这种事情还是人家自己的事看看邓超的微博显而易见也没有谁对谁错可能早就各过各的了	0	0	0	
22:21:00	老铁你媳妇扎逼了	1	1	1	
21:53:00	你好可怜，被USERNAME戴了绿帽子了！	0	0	0	
20:41:00	点赞数有时候一千都不到??泉哥你不要太低调多出席出席活动搞大事业??你老婆都把你绿了	0	0	0	
20:40:00	别人家的事大家没有必要追着不放、这个社会爱与恨很难讲的清楚	0	0	0	
20:30:00	哥，你家红杏跑墙外面去了	0	0	0	
17:57:00	你们这些闲的蛋疼的。人家夫妻俩爱怎么过是人家自己的事儿。嫖娼要罚款。漂鸭刑法都不管你们咸吃萝卜淡操心……	0	0	0	
17:42:00	USERNAME，USERNAME，准备组合出道，名字都想好了“白蓉马”，从此踏上取精之路…	1	1	1	
17:41:00	USERNAME，你老婆出轨，你也出轨你老婆剧组厉害了，USERNAME，USERNAME，USERNAME[笑]厉害了	0	0	0	
16:36:00	出轨队得一分，吸毒队得加油了	0	0	0	
15:55:00	我就是想问，是你先绿了她还是她先绿了你？朋友们送我上去	0	0	0	
14:01:00	以前就有网友爆料，USERNAME和其老公USERNAME结婚是小三上位，奉子结婚，USERNAME原来叫白雪，USERNAME的前女友叫USERNAME，结婚以后白雪改名叫USERNAME了，当小三已经不奇怪了，无语的是抢了男人还不够，连名字都要抢，USERNAME和USERNAME曾经一起上过李静的超级访问	0	0	0	
13:51:00	今晚一关灯你老婆就出轨了	0	0	0	
13:17:00	当然是选择原谅她啊！	0	0	0	
11:16:00	此情此景我想吟诗一首：USERNAME泰国会猛男，水中嬉戏戳卵玩，别墅春宵玉户爽，留顶绿帽给USERNAME。	1	1	1	
22:57:00	USERNAME曲项向天歌泰国约男模不要USERNAME哥	0	0	0	
22:27:00	你老婆快被十八线小鲜肉干死了，还他妈不去捉奸	1	1	1	
21:21:00	今晚一起关灯一起捉jian	0	0	0	
21:16:00	说实话，你自己过气了，还是别踏进娱乐圈	0	0	0	
